comb,WT_div,LZ_div,type,morph,community,coevolved,morph_comb,WT_coev,LZ_coev,treatment,treatment2,T0_count_ml,T1_count,T1_count_ml
65,1,1,LZ,SM,7,N,SM,N,N,1N_1N,SM_SM,401607.1429,52,346666666.7
65,1,1,LZ,WS,NA,N,WS,N,N,1N_1N,SM_SM,NA,0,NA
65,1,1,WT,SM,10,N,SM,N,N,1N_1N,SM_SM,865892.8571,18,1.20E+08
65,1,1,WT,WS,NA,N,WS,N,N,1N_1N,SM_SM,NA,0,NA
66,1,1,LZ,SM,NA,N,SM,N,N,1N_1N,WS_WS,NA,0,NA
66,1,1,LZ,WS,7,N,WS,N,N,1N_1N,WS_WS,369107.1429,69,4.60E+08
66,1,1,WT,SM,NA,N,SM,N,N,1N_1N,WS_WS,NA,16,NA
66,1,1,WT,WS,10,N,WS,N,N,1N_1N,WS_WS,494464.2857,56,373333333.3
67,2,1,LZ,SM,7,N,SM,Y,N,1N_2Y,SM_WS:SM:Y,401607.1429,52,346666666.7
67,2,1,LZ,WS,NA,N,WS,Y,N,1N_2Y,SM_WS:SM:Y,NA,0,NA
67,2,1,WT,SM,10,Y,SM_WS,Y,N,1N_2Y,SM_WS:SM:Y,432946.4286,23,153333333.3
67,2,1,WT,WS,10,Y,SM_WS,Y,N,1N_2Y,SM_WS:SM:Y,247232.1429,0,0
68,2,1,LZ,SM,NA,N,SM,Y,N,1N_2Y,WS_WS:SM:Y,NA,0,NA
68,2,1,LZ,WS,7,N,WS,Y,N,1N_2Y,WS_WS:SM:Y,369107.1429,48,3.20E+08
68,2,1,WT,SM,10,Y,SM_WS,Y,N,1N_2Y,WS_WS:SM:Y,432946.4286,33,2.20E+08
68,2,1,WT,WS,10,Y,SM_WS,Y,N,1N_2Y,WS_WS:SM:Y,247232.1429,17,113333333.3
69,1,2,LZ,SM,7,Y,SM_WS,N,Y,2Y_1N,WS:SM:Y_SM,200803.5714,13,8666666.667
69,1,2,LZ,WS,7,Y,SM_WS,N,Y,2Y_1N,WS:SM:Y_SM,184553.5714,0,0
69,1,2,WT,SM,10,N,SM,N,Y,2Y_1N,WS:SM:Y_SM,865892.8571,42,2.80E+07
69,1,2,WT,WS,NA,N,WS,N,Y,2Y_1N,WS:SM:Y_SM,NA,0,NA
7,1,2,LZ,SM,3,Y,SM_WS,N,Y,2Y_1N,WS:SM:Y_SM,338928.5714,43,286666666.7
7,1,2,LZ,WS,3,Y,SM_WS,N,Y,2Y_1N,WS:SM:Y_SM,30294.64286,10,66666666.67
7,1,2,WT,SM,1,N,SM,N,Y,2Y_1N,WS:SM:Y_SM,47125,4,26666666.67
7,1,2,WT,WS,NA,N,WS,N,Y,2Y_1N,WS:SM:Y_SM,NA,0,NA
70,1,2,LZ,SM,7,Y,SM_WS,N,Y,2Y_1N,WS:SM:Y_WS,200803.5714,164,1093333333
70,1,2,LZ,WS,7,Y,SM_WS,N,Y,2Y_1N,WS:SM:Y_WS,184553.5714,123,8.20E+08
70,1,2,WT,SM,NA,N,SM,N,Y,2Y_1N,WS:SM:Y_WS,NA,0,NA
70,1,2,WT,WS,10,N,WS,N,Y,2Y_1N,WS:SM:Y_WS,494464.2857,42,2.80E+08
71,2,0,LZ,SM,NA,N,SM,Y,N,0N_2Y,NA_WS:SM:Y,NA,0,NA
71,2,0,LZ,WS,NA,N,WS,Y,N,0N_2Y,NA_WS:SM:Y,NA,0,NA
71,2,0,WT,SM,10,Y,SM_WS,Y,N,0N_2Y,NA_WS:SM:Y,432946.4286,15,1.00E+08
71,2,0,WT,WS,10,Y,SM_WS,Y,N,0N_2Y,NA_WS:SM:Y,247232.1429,52,346666666.7
72,0,2,LZ,SM,7,Y,SM_WS,N,Y,2Y_0N,WS:SM:Y_NA,200803.5714,219,1.46E+09
72,0,2,LZ,WS,7,Y,SM_WS,N,Y,2Y_0N,WS:SM:Y_NA,184553.5714,91,606666666.7
72,0,2,WT,SM,NA,N,SM,N,Y,2Y_0N,WS:SM:Y_NA,NA,0,NA
72,0,2,WT,WS,NA,N,WS,N,Y,2Y_0N,WS:SM:Y_NA,NA,0,NA
73,2,1,LZ,SM,6,N,SM,N,N,1N_2N,SM_WS:SM:N,719642.8571,196,1306666667
73,2,1,LZ,WS,NA,N,WS,N,N,1N_2N,SM_WS:SM:N,NA,0,NA
73,2,1,WT,SM,9,N,SM_WS,N,N,1N_2N,SM_WS:SM:N,358660.7143,37,246666666.7
73,2,1,WT,WS,10,N,SM_WS,N,N,1N_2N,SM_WS:SM:N,247232.1429,4,26666666.67
74,2,1,LZ,SM,7,N,SM,N,N,1N_2N,SM_WS:SM:N,401607.1429,39,2.60E+08
74,2,1,LZ,WS,NA,N,WS,N,N,1N_2N,SM_WS:SM:N,NA,0,NA
74,2,1,WT,SM,9,N,SM_WS,N,N,1N_2N,SM_WS:SM:N,358660.7143,31,206666666.7
74,2,1,WT,WS,10,N,SM_WS,N,N,1N_2N,SM_WS:SM:N,247232.1429,2,13333333.33
75,2,1,LZ,SM,NA,N,SM,N,N,1N_2N,WS_WS:SM:N,NA,27,NA
75,2,1,LZ,WS,6,N,WS,N,N,1N_2N,WS_WS:SM:N,401607.1429,203,1353333333
75,2,1,WT,SM,9,N,SM_WS,N,N,1N_2N,WS_WS:SM:N,358660.7143,16,106666666.7
75,2,1,WT,WS,10,N,SM_WS,N,N,1N_2N,WS_WS:SM:N,247232.1429,29,193333333.3
76,2,1,LZ,SM,NA,N,SM,N,N,1N_2N,WS_WS:SM:N,NA,11,NA
76,2,1,LZ,WS,7,N,WS,N,N,1N_2N,WS_WS:SM:N,369107.1429,59,393333333.3
76,2,1,WT,SM,9,N,SM_WS,N,N,1N_2N,WS_WS:SM:N,358660.7143,48,3.20E+08
76,2,1,WT,WS,10,N,SM_WS,N,N,1N_2N,WS_WS:SM:N,247232.1429,17,113333333.3
77,2,1,LZ,SM,6,N,SM,N,N,1N_2N,SM_WS:SM:N,719642.8571,29,193333333.3
77,2,1,LZ,WS,NA,N,WS,N,N,1N_2N,SM_WS:SM:N,NA,4,NA
77,2,1,WT,SM,10,N,SM_WS,N,N,1N_2N,SM_WS:SM:N,432946.4286,34,226666666.7
77,2,1,WT,WS,9,N,SM_WS,N,N,1N_2N,SM_WS:SM:N,292500,5,33333333.33
78,2,1,LZ,SM,7,N,SM,N,N,1N_2N,SM_WS:SM:N,401607.1429,29,19333333.33
78,2,1,LZ,WS,NA,N,WS,N,N,1N_2N,SM_WS:SM:N,NA,1,NA
78,2,1,WT,SM,10,N,SM_WS,N,N,1N_2N,SM_WS:SM:N,432946.4286,39,2.60E+07
78,2,1,WT,WS,9,N,SM_WS,N,N,1N_2N,SM_WS:SM:N,292500,29,19333333.33
79,2,1,LZ,SM,NA,N,SM,N,N,1N_2N,WS_WS:SM:N,NA,113,NA
79,2,1,LZ,WS,6,N,WS,N,N,1N_2N,WS_WS:SM:N,401607.1429,134,893333333.3
79,2,1,WT,SM,10,N,SM_WS,N,N,1N_2N,WS_WS:SM:N,432946.4286,7,46666666.67
79,2,1,WT,WS,9,N,SM_WS,N,N,1N_2N,WS_WS:SM:N,292500,67,446666666.7
8,1,2,LZ,SM,3,Y,SM_WS,N,Y,2Y_1N,WS:SM:Y_WS,338928.5714,32,213333333.3
8,1,2,LZ,WS,3,Y,SM_WS,N,Y,2Y_1N,WS:SM:Y_WS,30294.64286,14,93333333.33
8,1,2,WT,SM,NA,N,SM,N,Y,2Y_1N,WS:SM:Y_WS,NA,0,NA
8,1,2,WT,WS,1,N,WS,N,Y,2Y_1N,WS:SM:Y_WS,773035.7143,13,86666666.67
80,2,1,LZ,SM,NA,N,SM,N,N,1N_2N,WS_WS:SM:N,NA,58,NA
80,2,1,LZ,WS,7,N,WS,N,N,1N_2N,WS_WS:SM:N,369107.1429,233,1553333333
80,2,1,WT,SM,10,N,SM_WS,N,N,1N_2N,WS_WS:SM:N,432946.4286,26,173333333.3
80,2,1,WT,WS,9,N,SM_WS,N,N,1N_2N,WS_WS:SM:N,292500,293,1953333333
81,1,2,LZ,SM,7,N,SM_WS,N,N,2N_1N,WS:SM:N_SM,200803.5714,267,1.78E+09
81,1,2,LZ,WS,6,N,SM_WS,N,N,2N_1N,WS:SM:N_SM,200803.5714,24,1.60E+08
81,1,2,WT,SM,9,N,SM,N,N,2N_1N,WS:SM:N_SM,717321.4286,14,93333333.33
81,1,2,WT,WS,NA,N,WS,N,N,2N_1N,WS:SM:N_SM,NA,0,NA
82,1,2,LZ,SM,7,N,SM_WS,N,N,2N_1N,WS:SM:N_SM,200803.5714,138,9.20E+08
82,1,2,LZ,WS,6,N,SM_WS,N,N,2N_1N,WS:SM:N_SM,200803.5714,5,33333333.33
82,1,2,WT,SM,10,N,SM,N,N,2N_1N,WS:SM:N_SM,865892.8571,22,146666666.7
82,1,2,WT,WS,NA,N,WS,N,N,2N_1N,WS:SM:N_SM,NA,0,NA
83,1,2,LZ,SM,7,N,SM_WS,N,N,2N_1N,WS:SM:N_WS,200803.5714,148,986666666.7
83,1,2,LZ,WS,6,N,SM_WS,N,N,2N_1N,WS:SM:N_WS,200803.5714,90,6.00E+08
83,1,2,WT,SM,NA,N,SM,N,N,2N_1N,WS:SM:N_WS,NA,0,NA
83,1,2,WT,WS,9,N,WS,N,N,2N_1N,WS:SM:N_WS,585000,157,1046666667
84,1,2,LZ,SM,7,N,SM_WS,N,N,2N_1N,WS:SM:N_WS,200803.5714,138,9.20E+08
84,1,2,LZ,WS,6,N,SM_WS,N,N,2N_1N,WS:SM:N_WS,200803.5714,75,5.00E+08
84,1,2,WT,SM,NA,N,SM,N,N,2N_1N,WS:SM:N_WS,NA,0,NA
84,1,2,WT,WS,10,N,WS,N,N,2N_1N,WS:SM:N_WS,494464.2857,96,6.40E+08
85,1,2,LZ,SM,6,N,SM_WS,N,N,2N_1N,WS:SM:N_SM,359821.4286,148,986666666.7
85,1,2,LZ,WS,7,N,SM_WS,N,N,2N_1N,WS:SM:N_SM,184553.5714,106,706666666.7
85,1,2,WT,SM,9,N,SM,N,N,2N_1N,WS:SM:N_SM,717321.4286,7,46666666.67
85,1,2,WT,WS,NA,N,WS,N,N,2N_1N,WS:SM:N_SM,NA,0,NA
86,1,2,LZ,SM,6,N,SM_WS,N,N,2N_1N,WS:SM:N_SM,359821.4286,121,806666666.7
86,1,2,LZ,WS,7,N,SM_WS,N,N,2N_1N,WS:SM:N_SM,184553.5714,191,1273333333
86,1,2,WT,SM,10,N,SM,N,N,2N_1N,WS:SM:N_SM,865892.8571,7,46666666.67
86,1,2,WT,WS,NA,N,WS,N,N,2N_1N,WS:SM:N_SM,NA,0,NA
87,1,2,LZ,SM,6,N,SM_WS,N,N,2N_1N,WS:SM:N_WS,359821.4286,104,693333333.3
87,1,2,LZ,WS,7,N,SM_WS,N,N,2N_1N,WS:SM:N_WS,184553.5714,145,966666666.7
87,1,2,WT,SM,NA,N,SM,N,N,2N_1N,WS:SM:N_WS,NA,0,NA
87,1,2,WT,WS,9,N,WS,N,N,2N_1N,WS:SM:N_WS,585000,217,1446666667
88,1,2,LZ,SM,6,N,SM_WS,N,N,2N_1N,WS:SM:N_WS,359821.4286,92,613333333.3
88,1,2,LZ,WS,7,N,SM_WS,N,N,2N_1N,WS:SM:N_WS,184553.5714,15,1.00E+08
88,1,2,WT,SM,NA,N,SM,N,N,2N_1N,WS:SM:N_WS,NA,0,NA
88,1,2,WT,WS,10,N,WS,N,N,2N_1N,WS:SM:N_WS,494464.2857,56,373333333.3
89,2,2,LZ,SM,7,N,SM_WS,N,N,2N_2N,WS:SM:N_WS:SM:N,200803.5714,203,135333333.3
89,2,2,LZ,WS,6,N,SM_WS,N,N,2N_2N,WS:SM:N_WS:SM:N,200803.5714,42,2.80E+07
89,2,2,WT,SM,10,N,SM_WS,N,N,2N_2N,WS:SM:N_WS:SM:N,432946.4286,88,58666666.67
89,2,2,WT,WS,9,N,SM_WS,N,N,2N_2N,WS:SM:N_WS:SM:N,292500,11,7333333.333
9,2,0,LZ,SM,NA,N,SM,Y,N,0N_2Y,NA_WS:SM:Y,NA,0,NA
9,2,0,LZ,WS,NA,N,WS,Y,N,0N_2Y,NA_WS:SM:Y,NA,0,NA
9,2,0,WT,SM,1,Y,SM_WS,Y,N,0N_2Y,NA_WS:SM:Y,23562.5,7,46666666.67
9,2,0,WT,WS,1,Y,SM_WS,Y,N,0N_2Y,NA_WS:SM:Y,386517.8571,105,7.00E+08
90,2,2,LZ,SM,6,N,SM_WS,N,N,2N_2N,WS:SM:N_WS:SM:N,359821.4286,63,4.20E+07
90,2,2,LZ,WS,7,N,SM_WS,N,N,2N_2N,WS:SM:N_WS:SM:N,184553.5714,10,6666666.667
90,2,2,WT,SM,10,N,SM_WS,N,N,2N_2N,WS:SM:N_WS:SM:N,432946.4286,95,63333333.33
90,2,2,WT,WS,9,N,SM_WS,N,N,2N_2N,WS:SM:N_WS:SM:N,292500,19,12666666.67
91,2,2,LZ,SM,7,N,SM_WS,N,N,2N_2N,WS:SM:N_WS:SM:N,200803.5714,45,3.00E+08
91,2,2,LZ,WS,6,N,SM_WS,N,N,2N_2N,WS:SM:N_WS:SM:N,200803.5714,1,6666666.667
91,2,2,WT,SM,9,N,SM_WS,N,N,2N_2N,WS:SM:N_WS:SM:N,358660.7143,9,6.00E+07
91,2,2,WT,WS,10,N,SM_WS,N,N,2N_2N,WS:SM:N_WS:SM:N,247232.1429,1,6666666.667
92,2,2,LZ,SM,6,N,SM_WS,N,N,2N_2N,WS:SM:N_WS:SM:N,359821.4286,47,313333333.3
92,2,2,LZ,WS,7,N,SM_WS,N,N,2N_2N,WS:SM:N_WS:SM:N,184553.5714,6,4.00E+07
92,2,2,WT,SM,9,N,SM_WS,N,N,2N_2N,WS:SM:N_WS:SM:N,358660.7143,9,6.00E+07
92,2,2,WT,WS,10,N,SM_WS,N,N,2N_2N,WS:SM:N_WS:SM:N,247232.1429,3,2.00E+07
93,2,2,LZ,SM,7,N,SM_WS,Y,N,2N_2Y,WS:SM:N_WS:SM:Y,200803.5714,33,2.20E+08
93,2,2,LZ,WS,6,N,SM_WS,Y,N,2N_2Y,WS:SM:N_WS:SM:Y,200803.5714,7,46666666.67
93,2,2,WT,SM,9,Y,SM_WS,Y,N,2N_2Y,WS:SM:N_WS:SM:Y,358660.7143,10,66666666.67
93,2,2,WT,WS,9,Y,SM_WS,Y,N,2N_2Y,WS:SM:N_WS:SM:Y,292500,5,33333333.33
94,2,2,LZ,SM,6,N,SM_WS,Y,N,2N_2Y,WS:SM:N_WS:SM:Y,359821.4286,65,433333333.3
94,2,2,LZ,WS,7,N,SM_WS,Y,N,2N_2Y,WS:SM:N_WS:SM:Y,184553.5714,7,46666666.67
94,2,2,WT,SM,9,Y,SM_WS,Y,N,2N_2Y,WS:SM:N_WS:SM:Y,358660.7143,7,46666666.67
94,2,2,WT,WS,9,Y,SM_WS,Y,N,2N_2Y,WS:SM:N_WS:SM:Y,292500,4,26666666.67
95,2,2,LZ,SM,6,N,SM_WS,Y,N,2N_2Y,WS:SM:N_WS:SM:Y,359821.4286,82,546666666.7
95,2,2,LZ,WS,7,N,SM_WS,Y,N,2N_2Y,WS:SM:N_WS:SM:Y,184553.5714,3,2.00E+07
95,2,2,WT,SM,10,Y,SM_WS,Y,N,2N_2Y,WS:SM:N_WS:SM:Y,432946.4286,6,4.00E+07
95,2,2,WT,WS,10,Y,SM_WS,Y,N,2N_2Y,WS:SM:N_WS:SM:Y,247232.1429,3,2.00E+07
96,2,2,LZ,SM,6,Y,SM_WS,Y,Y,2Y_2Y,WS:SM:Y_WS:SM:Y,359821.4286,41,273333333.3
96,2,2,LZ,WS,6,Y,SM_WS,Y,Y,2Y_2Y,WS:SM:Y_WS:SM:Y,200803.5714,11,73333333.33
96,2,2,WT,SM,10,Y,SM_WS,Y,Y,2Y_2Y,WS:SM:Y_WS:SM:Y,432946.4286,20,133333333.3
96,2,2,WT,WS,10,Y,SM_WS,Y,Y,2Y_2Y,WS:SM:Y_WS:SM:Y,247232.1429,10,66666666.67
97,2,2,LZ,SM,6,Y,SM_WS,Y,Y,2Y_2Y,WS:SM:Y_WS:SM:Y,359821.4286,109,726666666.7
97,2,2,LZ,WS,6,Y,SM_WS,Y,Y,2Y_2Y,WS:SM:Y_WS:SM:Y,200803.5714,7,46666666.67
97,2,2,WT,SM,9,Y,SM_WS,Y,Y,2Y_2Y,WS:SM:Y_WS:SM:Y,358660.7143,24,1.60E+08
97,2,2,WT,WS,9,Y,SM_WS,Y,Y,2Y_2Y,WS:SM:Y_WS:SM:Y,292500,3,2.00E+07
98,2,2,LZ,SM,7,Y,SM_WS,Y,Y,2Y_2Y,WS:SM:Y_WS:SM:Y,200803.5714,191,1273333333
98,2,2,LZ,WS,7,Y,SM_WS,Y,Y,2Y_2Y,WS:SM:Y_WS:SM:Y,184553.5714,7,46666666.67
98,2,2,WT,SM,10,Y,SM_WS,Y,Y,2Y_2Y,WS:SM:Y_WS:SM:Y,432946.4286,42,2.80E+08
98,2,2,WT,WS,10,Y,SM_WS,Y,Y,2Y_2Y,WS:SM:Y_WS:SM:Y,247232.1429,13,86666666.67
99,2,2,LZ,SM,7,Y,SM_WS,Y,Y,2Y_2Y,WS:SM:Y_WS:SM:Y,200803.5714,25,16666666.67
99,2,2,LZ,WS,7,Y,SM_WS,Y,Y,2Y_2Y,WS:SM:Y_WS:SM:Y,184553.5714,1,666666.6667
99,2,2,WT,SM,9,Y,SM_WS,Y,Y,2Y_2Y,WS:SM:Y_WS:SM:Y,358660.7143,53,35333333.33
99,2,2,WT,WS,9,Y,SM_WS,Y,Y,2Y_2Y,WS:SM:Y_WS:SM:Y,292500,11,7333333.333
